Va,Vb,Vc,Ia,Ib,Ic,Fault
-697.9489226,371.8044201,326.1445025,-0.036738068,0.943290878,-0.906552811,BC
-702.1071498,360.5446455,341.5625044,-0.011555777,0.933708882,-0.922153105,BC
-700.0492244,346.0920592,353.9571652,0.013732756,0.916182862,-0.929915619,BC
-691.7929398,328.5694405,363.2234993,0.038906607,0.890867344,-0.929773952,BC
-677.4107203,308.1282675,369.2824528,0.063745717,0.857987091,-0.921732809,BC
-657.0289999,284.9480288,372.0809711,0.088032763,0.8178347,-0.905867463,BC
-630.827132,259.2348641,371.5922679,0.111555003,0.770767495,-0.882322498,BC
-599.035837,231.219514,367.816323,0.1341061,0.717203837,-0.851309937,BC
-561.935202,201.1546404,360.7805616,0.155487887,0.657618998,-0.813106885,BC
-519.8522478,169.3116577,350.5405902,0.175512078,0.592540709,-0.768052787,BC
-473.1580845,135.9772819,337.1808026,0.194001902,0.522544459,-0.716546361,BC
-422.2646786,101.4500365,320.814642,0.210793649,0.448248615,-0.659042264,BC
-367.6212599,66.03693005,301.5843299,0.225738112,0.370309336,-0.596047448,BC
-309.7103972,30.05045986,279.6599373,0.238701919,0.289415265,-0.528117184,BC
-249.0437767,-6.193988978,255.2377657,0.249568735,0.206281945,-0.45585068,BC
-186.1577194,-42.38036264,228.538082,0.258240325,0.121645907,-0.379886232,BC
-121.6084743,-78.19385691,199.8023312,0.264637476,0.036258405,-0.300895881,BC
-55.96733044,-113.3226738,169.2900043,0.268700754,-0.049121203,-0.219579551,BC
10.18441329,-147.4597909,137.2753776,0.270391102,-0.133732382,-0.13665872,BC
76.26057419,-180.3049163,104.0443421,0.269690261,-0.216820554,-0.052869707,BC
141.6752645,-211.566755,69.89149049,0.266601013,-0.297644321,0.031043308,BC
205.8480772,-240.9656314,35.11755419,0.261147251,-0.375482612,0.114335362,BC
268.2092324,-268.2364238,0.027191413,0.253373845,-0.449641589,0.196267744,BC
328.2046405,-293.1316943,-35.07294622,0.243346342,-0.51946117,0.276114828,BC
385.3008348,-315.4248425,-69.87599231,0.231150469,-0.584321058,0.353170589,BC
438.9897314,-334.9130865,-104.0766448,0.216891452,-0.64364619,0.426754738,BC
488.7931719,-351.4200644,-137.3731075,0.200693161,-0.696911582,0.496218421,BC
534.2672093,-364.7978835,-169.4693257,0.182697077,-0.743646581,0.560949504,BC
575.0060961,-374.9285117,-200.0775844,0.163061092,-0.783438573,0.620377481,BC
610.6459401,-381.7244945,-228.9214457,0.141958157,-0.815936198,0.673978042,BC
640.8679924,-385.129069,-255.7389234,0.119574776,-0.840852147,0.721277372,BC
665.4015374,-385.1158084,-280.2857289,0.096109372,-0.857965555,0.761856183,BC
684.0263582,-381.687959,-302.3383992,0.071770533,-0.867124011,0.795353478,BC
696.5747533,-374.8776436,-321.6971098,0.046775147,-0.868245154,0.821470008,BC
702.9330854,-364.7450827,-338.1880028,0.021346459,-0.861317793,0.839971334,BC
703.0428467,-351.3779413,-351.6649053,-0.004287949,-0.846402457,0.850690406,BC
696.9012301,-334.8908328,-362.0103972,-0.029898223,-0.823631305,0.853529528,BC
684.5612006,-315.4249292,-369.1362714,-0.055254343,-0.793207279,0.848461621,BC
666.1310631,-293.147558,-372.9835052,-0.080128225,-0.755402471,0.835530696,BC
641.7735323,-268.2516312,-373.5219011,-0.104295832,-0.710555668,0.8148515,BC
611.7043092,-240.9547477,-370.7495616,-0.127539235,-0.659069105,0.78660834,BC
576.190179,-211.497834,-364.692345,-0.149648643,-0.601404497,0.75105314,BC
535.5466448,-180.143235,-355.4034099,-0.170424347,-0.538078451,0.708502798,BC
490.1351202,-147.1722232,-342.9628969,-0.189678584,-0.469657382,0.659335966,BC
440.3597033,-112.8819831,-327.4777201,-0.207237285,-0.396752068,0.603989352,BC
386.6635641,-77.5821949,-309.0813692,-0.222941702,-0.320011952,0.542953654,BC
329.5249756,-41.59140168,-287.933574,-0.23664989,-0.24011931,0.4767692,BC
269.4530265,-5.233354695,-264.2196718,-0.24823803,-0.157783303,0.406021332,BC
206.9830529,31.16648586,-238.1495388,-0.257601581,-0.073733973,0.331335553,BC
142.671833,67.28415873,-209.9559917,-0.26465625,0.011283843,0.253372407,BC
77.09258641,102.8000378,-179.8926242,-0.269338771,0.096516696,0.172822075,BC
10.82982609,137.4012817,-148.2311078,-0.27160748,0.181208842,0.090398638,BC
-55.52589137,170.7839529,-115.2580616,-0.271442686,0.264608685,0.006834002,BC
-121.3832683,202.654919,-81.27165068,-0.268846837,0.345975365,-0.077128528,BC
-186.1555727,232.7336795,-46.5781068,-0.263844469,0.424585427,-0.160740958,BC
-249.2659012,260.7542516,-11.48835047,-0.25648195,0.499739486,-0.243257537,BC
-310.1523489,286.4672067,23.68514214,-0.24682702,0.570768803,-0.323941783,BC
-368.2730407,309.6418978,58.63114294,-0.234968128,0.637041606,-0.402073478,BC
-423.1109769,330.0688547,93.04212224,-0.221013575,0.697969053,-0.476955478,BC
-474.1786497,347.5622665,126.6163832,-0.205090478,0.7530107,-0.547920222,BC
-521.0223891,361.9624146,159.0599745,-0.187343557,0.801679376,-0.614335819,BC
-563.2263987,373.1378875,190.0885112,-0.167933766,0.843545402,-0.675611635,BC
-600.4164466,380.9874053,219.4290412,-0.147036777,0.878240132,-0.731203354,BC
-632.2631761,385.4411159,246.8220602,-0.124841336,0.905458836,-0.7806175,BC
-658.4850104,386.4612844,272.023726,-0.101547503,0.924962958,-0.823415455,BC
-678.8506233,384.0423624,294.8082609,-0.077364803,0.936581805,-0.859217002,BC
-693.1809561,378.210487,314.9704691,-0.052510295,0.940213736,-0.887703441,BC
-701.350763,369.0225102,332.3282528,-0.027206584,0.935826884,-0.9086203,BC
-703.2896737,356.5647018,346.7249719,-0.001679798,0.923459427,-0.921779629,BC
-698.9827631,340.9512824,358.0314806,0.023842461,0.903219424,-0.927061885,BC
-688.4706255,322.3229282,366.1476973,0.049133156,0.875284152,-0.924417308,BC
-671.8489551,300.8453445,371.0036106,0.073967849,0.839898915,-0.913866764,BC
-649.2676356,276.7079417,372.5596939,0.098126686,0.797375248,-0.895501933,BC
-620.929351,250.122585,370.806766,0.121396335,0.748088464,-0.869484798,BC
-587.0877296,221.3223434,365.7653862,0.14357185,0.692474519,-0.836046369,BC
-548.0450398,190.5601295,357.4849103,0.164458451,0.631026182,-0.795484633,BC
-504.1494606,158.107108,346.0423526,0.183873197,0.564288537,-0.748161734,BC
-455.7919494,124.2507603,331.5411891,0.20164655,0.492853905,-0.694500455,BC
-403.4027392,89.29253007,314.1102091,0.217623806,0.417356257,-0.634980063,BC
-347.4474944,53.54503357,293.9024608,0.231666395,0.338465251,-0.570131646,BC
-288.4231618,17.32888598,271.0942759,0.243653022,0.256880019,-0.500533041,BC
-226.8535534,-19.03074914,245.8843025,0.253480666,0.173322796,-0.426803463,BC
-163.2846991,-55.20774375,218.4924429,0.261065405,0.088532502,-0.349597908,BC
-98.28001364,-90.8785642,189.1585778,0.266343078,0.003258332,-0.269601409,BC
-32.41531612,-125.7256515,158.1409676,0.269269773,-0.081746616,-0.187523157,BC
33.72625028,-159.4404965,125.7142463,0.269822149,-0.165731649,-0.1040905,BC
99.55935678,-191.7263321,92.16697528,0.26799757,-0.247954753,-0.020042817,BC
164.5016397,-222.300426,57.79878636,0.263814076,-0.327688825,0.063874749,BC
227.9788193,-250.8960222,22.9172029,0.257310175,-0.404227885,0.14691771,BC
289.4297424,-277.264017,-12.16572539,0.248544469,-0.476893238,0.228348769,BC
348.3113056,-301.1744828,-47.13682282,0.23759511,-0.545039563,0.307444453,BC
404.1032168,-322.418142,-81.68507478,0.224559102,-0.608060836,0.383501734,BC
456.3125537,-340.8078768,-115.5046769,0.209551441,-0.665396022,0.455844581,BC
504.4780815,-356.1803207,-148.2977607,0.192704117,-0.716534411,0.523830294,BC
548.1742921,-368.3975263,-179.7767658,0.174164973,-0.761020488,0.586855515,BC
587.01513,-377.3486456,-209.6664844,0.154096435,-0.798458235,0.6443618,BC
620.6573744,-382.951516,-237.7058584,0.132674126,-0.82851479,0.695840664,BC
648.8036469,-385.1540162,-263.6496306,0.110085371,-0.850923397,0.740838027,BC
671.2050205,-383.9350633,-287.2699571,0.086527605,-0.865485636,0.77895803,BC
687.6632072,-379.3051444,-308.3580628,0.062206702,-0.872072946,0.809866244,BC
698.0323043,-371.3063159,-326.7259884,0.037335224,-0.870627484,0.83329226,BC
702.2200858,-360.0116537,-342.2084321,0.01213062,-0.861162352,0.849031731,BC
700.1888263,-345.524191,-354.6646353,-0.013186615,-0.843761277,0.856947892,BC
691.9556502,-327.9754326,-363.9802176,-0.038394825,-0.81857777,0.856972595,BC
677.5924036,-307.5235711,-370.0688325,-0.063273076,-0.7858338,0.849106876,BC
657.2250479,-284.3515399,-372.873508,-0.087603052,-0.745818001,0.833421053,BC
631.0325811,-258.6650203,-372.3675608,-0.111170923,-0.698883391,0.810054314,BC
599.2454943,-230.6904885,-368.5550058,-0.133769198,-0.645444567,0.779213765,BC
562.1437767,-200.6733423,-361.4704344,-0.155198517,-0.585974369,0.741172886,BC
520.0544852,-168.876102,-351.1783833,-0.175269397,-0.520999951,0.696269348,BC
473.3488987,-135.576636,-337.7722627,-0.193803892,-0.451098275,0.644902167,BC
422.4392807,-101.0663262,-321.3729545,-0.210637168,-0.376891019,0.587528187,BC
367.7752786,-65.64807351,-302.1272051,-0.225618979,-0.299038948,0.524657927,BC
309.8399884,-29.63405541,-280.205933,-0.238615018,-0.218235824,0.456850843,BC
249.14572,6.656821301,-255.8025413,-0.249508147,-0.135201938,0.384710085,BC
186.2294982,42.90178066,-229.1312788,-0.25819948,-0.05067739,0.30887687,BC
121.6483386,78.77731283,-200.4256514,-0.264609318,0.034584774,0.230024544,BC
55.97433928,113.9625022,-169.9368414,-0.268677922,0.119825455,0.148852467,BC
-10.21036891,148.1424314,-137.9320625,-0.270366116,0.204286333,0.066079783,BC
-76.31877015,181.0115257,-104.6927556,-0.269655709,0.287216563,-0.017560854,BC
-141.7641632,212.276701,-70.51253772,-0.266549743,0.367879293,-0.10132955,BC
-205.9653677,241.6602064,-35.69483863,-0.261072545,0.44555798,-0.184485434,BC
-268.3518903,268.902095,-0.55020469,-0.253269595,0.519562491,-0.266292897,BC
-328.3690052,293.7623046,34.60670058,-0.243207197,0.589235008,-0.346027811,BC
-385.4827033,316.0223775,69.46032584,-0.230971973,0.653955706,-0.422983733,BC
-439.1844653,335.4868822,103.6975831,-0.216670154,0.71314821,-0.496478055,BC
-488.9958153,351.9846226,137.0111927,-0.2004267,0.766284781,-0.565858081,BC
-534.4726146,365.3697239,169.1028907,-0.18238424,0.812891186,-0.630506946,BC
-575.2090545,375.5226712,199.6863833,-0.162701843,0.852551168,-0.689849325,BC
-610.8413132,382.351343,228.4899702,-0.141553637,0.884910436,-0.743356799,BC
-641.0508417,385.7920361,255.2588056,-0.11912727,0.909680083,-0.790552813,BC
-665.5672492,385.8104339,279.7568153,-0.095622252,0.926639359,-0.831017106,BC
-684.1707595,382.4024365,301.768323,-0.071248168,0.93563772,-0.864389552,BC
-696.6942164,375.5947534,321.099463,-0.046222794,0.936596145,-0.890373351,BC
-703.0246186,365.4451554,337.5794632,-0.020770126,0.929507685,-0.908737558,BC
-703.1041691,352.0422987,351.0618705,0.004881653,0.914437283,-0.919318936,BC
-696.9308281,335.5050622,361.4257659,0.03050226,0.891520905,-0.922023164,BC
-684.5583646,315.9813869,368.5769776,0.05586142,0.86096403,-0.91682545,BC
-666.0959043,293.6466517,372.4492526,0.080730984,0.823039582,-0.903770566,BC
-641.7069784,268.7016649,373.0053134,0.10488703,0.778085343,-0.882972373,BC
-611.6080797,241.3703766,370.2377031,0.128111932,0.726500905,-0.854612837,BC
-576.0667405,211.8974249,364.1693157,0.150196374,0.668744182,-0.818940556,BC
-535.3991475,180.5456221,354.8535254,0.170941285,0.605327502,-0.776268787,BC
-489.9673168,147.5934647,342.3738521,0.190159687,0.536813265,-0.726972952,BC
-440.1758537,113.3327164,326.8431374,0.207678421,0.463809183,-0.671487604,BC
-386.4683266,78.06607198,308.4022546,0.223339754,0.386963062,-0.610302816,BC
-329.3232885,42.10487072,287.2184178,0.237002831,0.306957174,-0.543960005,BC
-269.249983,5.766797096,263.4831859,0.248544973,0.224502206,-0.473047178,BC
-206.7837722,-30.62650045,237.4102726,0.257862799,0.140330864,-0.398193663,BC
-142.4813305,-66.75193587,209.2332664,0.264873169,0.055191187,-0.320064356,BC
-76.91564777,-102.2876967,179.2033445,0.26951393,-0.030160326,-0.239353604,BC
-10.67088619,-136.916148,147.5870342,0.271744467,-0.114965684,-0.156778782,BC
55.66285974,-170.3268985,114.6640388,0.271546043,-0.198472345,-0.073073699,BC
121.4948541,-202.2199592,80.72510513,0.268921947,-0.279940031,0.011018085,BC
186.2390119,-232.3088928,46.06988097,0.263897414,-0.358647347,0.094749932,BC
249.3191454,-260.3238382,11.0046928,0.256519362,-0.433898098,0.177378736,BC
310.1741163,-286.0142953,-24.15982098,0.246855908,-0.505027304,0.258171396,BC
368.2628469,-309.1515805,-59.11126637,0.234995702,-0.571406853,0.336411151,BC
423.0691459,-329.5308925,-93.53825336,0.221047063,-0.632450798,0.411403735,BC
474.1063044,-346.9729675,-127.1333368,0.205136944,-0.6876203,0.482483356,BC
520.9214215,-361.325341,-159.5960806,0.187409721,-0.736428202,0.549018481,BC
563.0994213,-372.4632671,-190.6361542,0.168025838,-0.77844324,0.610417402,BC
600.2667245,-380.29037,-219.9763545,0.147160297,-0.81329385,0.666133553,BC
632.0945439,-384.7391059,-247.3554379,0.125001038,-0.840671557,0.715670519,BC
658.3017742,-385.7711038,-272.5306704,0.101747197,-0.860333866,0.758586669,BC
678.6574511,-383.3774229,-295.2800282,0.077607277,-0.872106612,0.794499335,BC
692.9827593,-377.5787353,-315.4040239,0.052797249,-0.875885703,0.823088454,BC
701.152572,-368.4254075,-332.7271644,0.027538589,-0.871638195,0.844099606,BC
703.0965103,-355.9974259,-347.0990844,0.002056281,-0.859402666,0.857346385,BC
698.7995138,-340.404095,-358.3954187,-0.023423198,-0.839288857,0.862712055,BC
688.3019183,-321.7834282,-366.5184901,-0.048673893,-0.811476605,0.860150498,BC
671.6990429,-300.3011657,-371.3978773,-0.073472374,-0.776214072,0.849686446,BC
649.1402895,-276.1493783,-372.9909112,-0.0975997,-0.733815341,0.831415041,BC
620.8277654,-249.5446565,-371.2831089,-0.120843331,-0.68465742,0.805500751,BC
587.0144427,-220.7259174,-366.2885253,-0.142998973,-0.629176744,0.772175716,BC
548.0018708,-189.9518988,-358.049972,-0.163872339,-0.567865209,0.731737548,BC
504.1374644,-157.4984292,-346.6390352,-0.183280816,-0.501265826,0.684546642,BC
455.8113917,-123.6555761,-332.1558155,-0.201055016,-0.429968,0.631023016,BC
403.4530905,-88.72477099,-314.7283196,-0.217040205,-0.354602492,0.571642696,BC
347.5274453,-53.01598969,-294.5114556,-0.231097603,-0.275836055,0.506933658,BC
288.5306571,-16.84503903,-271.6856181,-0.243105534,-0.194365771,0.437471306,BC
226.9858451,19.46903817,-246.4548832,-0.252960432,-0.110913086,0.363873518,BC
163.4384172,55.60645687,-219.0448741,-0.260577677,-0.026217563,0.28679524,BC
98.45125227,91.24912295,-189.7003752,-0.265892281,0.058969603,0.206922679,BC
32.59973311,126.0830569,-158.68279,-0.268859398,0.143892275,0.124967123,BC
-33.53332298,159.8008574,-126.2675345,-0.26945466,0.227796185,0.041658475,BC
-99.36279455,192.1042403,-92.7414457,-0.267674347,0.30993579,-0.042261443,BC
-164.3064018,222.7066603,-58.40025852,-0.263535381,0.389581074,-0.126045692,BC
-227.7898233,251.3359938,-23.54617054,-0.257075149,0.4660242,-0.208949051,BC
-289.2517401,277.7372235,11.51451663,-0.248351152,0.538585918,-0.290234766,BC
-348.1487632,301.675046,46.47371725,-0.237440497,0.606621648,-0.369181151,BC
-403.9602024,322.9363106,81.0238918,-0.224439214,0.669527174,-0.44508796,BC
-456.1926353,341.3321988,114.8604365,-0.209461435,0.726743911,-0.517282475,BC
-504.3842377,356.7000691,147.6841687,-0.192638405,0.777763705,-0.5851253,BC
-548.1088377,368.9049168,179.2039209,-0.174117365,0.822133178,-0.648015813,BC
-586.9796586,377.8404289,209.1392296,-0.154060296,0.859457585,-0.705397289,BC
-620.6527192,383.4296505,237.2230686,-0.132642546,0.889404213,-0.756761667,BC
-648.8298611,385.6253078,263.2045532,-0.11005134,0.911705296,-0.801653957,BC
-671.2613773,384.4098515,286.8515258,-0.086484189,0.926160438,-0.839676249,BC
-687.7482192,379.7952879,307.9529313,-0.062147217,0.93263852,-0.870491303,BC
-698.1437626,371.8228575,326.3209051,-0.037253409,0.931079058,-0.893825649,BC
-702.3551167,360.5626018,341.7925149,-0.012020791,0.921492956,-0.909472166,BC
-700.3439653,346.1128342,354.2311311,0.013329424,0.903962638,-0.917292062,BC
-692.1269303,328.5995031,363.5274272,0.038574733,0.87864149,-0.917216223,BC
-677.7754566,308.1754102,369.6000463,0.063493256,0.845752622,-0.909245877,BC
-657.4152151,285.0192278,372.3959874,0.087865649,0.805586915,-0.893452564,BC
-631.2250319,259.3342578,371.8907741,0.111477006,0.7585004,-0.869977406,BC
-599.4353482,231.3468836,368.0884646,0.13411873,0.704910973,-0.839029703,BC
-562.326227,201.3046858,361.0215413,0.155590363,0.645294528,-0.80088489,BC
-520.2249202,169.4742227,350.7506974,0.175701349,0.580180558,-0.755881907,BC
-473.5030177,136.1385041,337.3645135,0.19427273,0.510147309,-0.704420038,BC
-422.5732025,101.5942145,320.978988,0.211138742,0.435816537,-0.646955279,BC
-367.8856389,66.14876673,301.7368721,0.226148316,0.357847959,-0.583996275,BC
-309.9240236,30.11727396,279.8067497,0.239166448,0.27693343,-0.516099878,BC
-249.2013364,-6.18047235,255.3818088,0.250075448,0.193790896,-0.443866344,BC
-186.2553236,-42.4229483,228.6782719,0.258776036,0.109158157,-0.367934193,BC
-121.6437559,-78.28972012,199.933476,0.265188288,0.023786457,-0.288974745,BC
-55.93950077,-113.4641238,169.4036246,0.269252411,-0.061566059,-0.207686352,BC
10.27454667,-147.6358074,137.3612607,0.27092935,-0.146141011,-0.124788339,BC
76.41063073,-180.5031626,104.0925319,0.270201209,-0.22918651,-0.041014699,BC
141.8813534,-211.7756836,69.89433021,0.267071483,-0.309963904,0.04289242,BC
206.1048981,-241.1762925,35.07139443,0.261565108,-0.387754474,0.126189365,BC
268.5102118,-268.4436581,-0.06655374,0.253728306,-0.461865996,0.208137691,BC
328.5420998,-293.3345132,-35.20758663,0.243628242,-0.531639087,0.288010845,BC
385.6661863,-315.6259506,-70.04023574,0.231352493,-0.596453238,0.365100745,BC
439.3736967,-335.1176519,-104.2560448,0.217008314,-0.655732465,0.438724151,BC
489.1860175,-351.6339864,-137.5520311,0.200721737,-0.708950494,0.508228757,BC
534.6589933,-365.0259052,-169.6330881,0.182636477,-0.755635432,0.572998955,BC
575.3869199,-375.1725549,-200.214365,0.162912684,-0.795373883,0.632461199,BC
611.0061984,-381.9825469,-229.0236515,0.141725524,-0.827814485,0.686088961,BC
641.1986151,-385.3948398,-255.8037753,0.119263624,-0.852670869,0.733407246,BC
665.6942184,-385.3792187,-280.3149997,0.095727382,-0.869724045,0.773996663,BC
684.2737638,-381.9363864,-302.3373774,0.071327162,-0.878824205,0.807497043,BC
696.7707059,-375.0977032,-321.6730027,0.046281388,-0.879891974,0.833610585,BC
703.0727178,-364.9246287,-338.1480891,0.020814562,-0.87291909,0.852104528,BC
703.1227228,-351.5079253,-351.6147975,-0.004844791,-0.85796852,0.862813311,BC
696.9194295,-334.9666797,-361.9527498,-0.03046621,-0.835173985,0.865640195,BC
684.5173645,-315.4471853,-369.0701792,-0.055819414,-0.804738888,0.860558302,BC
666.0264011,-293.1217065,-372.9046946,-0.080676418,-0.766934628,0.847611046,BC
641.6107887,-268.1871247,-373.423664,-0.104813631,-0.722098273,0.826911905,BC
611.4876917,-240.8634437,-370.624248,-0.128013918,-0.670629609,0.798643527,BC
575.9252495,-211.3921186,-364.5331309,-0.150068596,-0.612987566,0.763056161,BC
535.240177,-180.0341713,-355.2060057,-0.170779358,-0.54968606,0.720465418,BC
489.7949262,-147.0680603,-342.7268659,-0.189960099,-0.481289294,0.671249393,BC
439.9944346,-112.7872865,-327.2071481,-0.207438622,-0.408406581,0.615845203,BC
386.2824916,-77.49774162,-308.78475,-0.223058215,-0.331686768,0.554744983,BC
329.1377544,-41.51482777,-287.6229266,-0.236679085,-0.251812324,0.48849141,BC
269.0694509,-5.160402743,-263.9090482,-0.248179622,-0.169493191,0.417672813,BC
206.6128092,31.24037641,-237.8531856,-0.257457501,-0.08546044,0.342917941,BC
142.3242544,67.36223198,-209.6864864,-0.264430589,-0.000459822,0.264890411,BC
76.77641831,102.8828884,-179.6593067,-0.269037675,0.08475476,0.184282914,BC
10.55300564,137.4860732,-148.0390788,-0.27123899,0.169427807,0.101811183,BC
-55.75643435,170.8643488,-115.1079144,-0.271016535,0.25280877,0.018207765,BC
-121.5617848,202.7217493,-81.15996458,-0.268374197,0.334158567,-0.06578437,BC
-186.2776378,232.7762215,-46.49858365,-0.263337668,0.412756024,-0.149418355,BC
-249.3285237,260.7618854,-11.4333617,-0.255954161,0.487904211,-0.23195005,BC
-310.1540447,286.4311461,23.72289859,-0.246291923,0.558936618,-0.312644695,BC
-368.2138677,309.5566829,58.65718474,-0.234439565,0.625223113,-0.390783548,BC
-422.9925309,329.9333401,93.05919076,-0.220505201,0.686175617,-0.465670416,BC
-474.0040216,347.3799238,126.6240979,-0.204615414,0.74125342,-0.536638006,BC
-520.7960845,361.7408933,159.0551912,-0.186914062,0.789968075,-0.603054013,BC
-562.9542217,372.8879155,190.0663062,-0.167560926,0.831887792,-0.664326866,BC
-600.1053506,380.7212335,219.3841171,-0.146730228,0.86664129,-0.719911062,BC
-631.9210868,385.1707933,246.7502934,-0.124609024,0.893921052,-0.769312028,BC
-658.1206234,386.1970704,271.9235531,-0.101395484,0.913485964,-0.81209048,BC
-678.4731835,383.7915475,294.681636,-0.077297095,0.925163327,-0.847866232,BC
-692.8000228,377.9768162,314.8232066,-0.052528777,0.928850245,-0.876321467,BC
-700.9759683,368.8062914,332.1696769,-0.027310956,0.924514397,-0.897203441,BC
-702.9304786,356.3635572,346.5669215,-0.001867589,0.912194217,-0.910326629,BC
-698.6482187,340.7613775,357.8868412,0.023575826,0.891998493,-0.915574318,BC
-688.1691454,322.1404243,366.0287211,0.048794236,0.864105399,-0.912899635,BC
-671.5881033,300.6677797,370.9203236,0.07356502,0.828760976,-0.902325996,BC
-649.0539372,276.5352692,372.518668,0.097669925,0.786277058,-0.883946983,BC
-620.7681286,249.9576696,370.810459,0.120896965,0.737028642,-0.857925607,BC
-586.9829711,221.1708199,365.8121513,0.143042253,0.681450713,-0.824492965,BC
-547.9993,190.4296433,357.5696567,0.163911751,0.620034512,-0.783946263,BC
-504.1637984,158.0060747,346.1577237,0.18332293,0.553323278,-0.736646208,BC
-455.865904,124.1868728,331.6790312,0.201106319,0.481907476,-0.683013795,BC
-403.5343441,89.27129441,314.2630497,0.217106939,0.406419555,-0.623526494,BC
-347.6333295,53.56860895,294.0647206,0.231185607,0.327528288,-0.558713895,BC
-288.6584425,17.39544474,271.2629977,0.243220096,0.245932763,-0.489152859,BC
-227.1322532,-18.92702568,246.0592788,0.253106157,0.162356087,-0.415462244,BC
-163.5997046,-55.07603207,218.6757366,0.260758373,0.077538898,-0.338297271,BC
-98.62330541,-90.73023808,189.3535435,0.266110863,-0.007767253,-0.25834361,BC
-32.77817339,-125.5727968,158.3509702,0.269117815,-0.092806578,-0.176311237,BC
33.35302838,-159.2943628,125.9413344,0.269753848,-0.176825711,-0.092928137,BC
99.18521788,-191.5959933,92.41077542,0.268014208,-0.259080312,-0.008933896,BC
164.136039,-222.1918816,58.05584251,0.263914786,-0.338841556,0.07492677,BC
227.6309808,-250.8118787,23.18089785,0.257491969,-0.415402488,0.157910519,BC
289.1084261,-277.2037823,-11.90464377,0.248802312,-0.488084184,0.239281872,BC
348.0245867,-301.1353889,-46.88919786,0.237922057,-0.55624171,0.318319653,BC
403.8582831,-322.3963234,-81.46195964,0.224946471,-0.619269819,0.394323348,BC
456.1155252,-340.7996695,-115.3158557,0.209989038,-0.676608354,0.466619315,BC
504.3338578,-356.1834254,-148.1504323,0.193180497,-0.727747298,0.534566801,BC
548.0864302,-368.4118074,-179.6746227,0.174667729,-0.772231422,0.597563693,BC
586.9857569,-377.3764102,-209.6093468,0.154612513,-0.809664463,0.655051951,BC
620.6871357,-382.9972194,-237.6899163,0.133190158,-0.839712782,0.706522625,BC
648.8916927,-385.2234559,-263.6682369,0.110588012,-0.862108441,0.751520429,BC
671.3490297,-384.0342157,-287.314814,0.087003871,-0.87665166,0.789647789,BC
687.8594483,-379.4388656,-308.4205828,0.062644296,-0.883212629,0.820568332,BC
698.2757322,-371.4771496,-326.7985825,0.037722847,-0.881732642,0.844009796,BC
702.5044712,-360.2189741,-342.2854971,0.012458255,-0.872224577,0.859766321,BC
700.5069151,-345.7638478,-354.7430673,-0.012927453,-0.854772698,0.867700151,BC
692.2993488,-328.239975,-364.0593739,-0.038210878,-0.829531842,0.867742719,BC
677.9529845,-307.8030162,-370.1499683,-0.063169172,-0.796725974,0.859895146,BC
657.5933714,-284.6345506,-372.9588208,-0.087581989,-0.756646171,0.84422816,BC
631.3993268,-258.9402864,-372.4590404,-0.111233403,-0.709648043,0.820881446,BC
599.6013971,-230.9480735,-368.6533236,-0.133913808,-0.656148621,0.790062429,BC
562.4798608,-200.9057673,-361.5740935,-0.155421772,-0.596622737,0.752044509,BC
520.3622903,-169.0789894,-351.2833009,-0.175565831,-0.531598895,0.707164726,BC
473.6206929,-135.7488129,-337.87188,-0.194166197,-0.461654685,0.655820882,BC
422.668255,-101.2093904,-321.4588646,-0.211056386,-0.387411723,0.598468109,BC
367.9557171,-65.76552412,-302.190193,-0.226084726,-0.309530179,0.535614905,BC
309.9674111,-29.73016966,-280.2372414,-0.239115752,-0.22870291,0.467818663,BC
249.216994,6.578140159,-255.7951341,-0.250031462,-0.14564926,0.395680722,BC
186.2429144,42.83796459,-229.080879,-0.258732418,-0.06110858,0.319840998,BC
121.6036528,78.72771945,-200.3313723,-0.265138701,0.024166455,0.240972246,BC
55.87277607,113.9285265,-169.8013025,-0.269190682,0.109416656,0.159774025,BC
-10.36614995,148.1271211,-137.7609711,-0.270849626,0.19388319,0.076966435,BC
-76.52474374,181.0187778,-104.494034,-0.270098103,0.276814407,-0.006716304,BC
-142.0150424,212.3101995,-70.2951571,-0.266940214,0.357472574,-0.09053236,BC
-206.2547394,241.7223124,-35.46757301,-0.261401614,0.435140442,-0.173738828,BC
-268.6723794,268.9929067,-0.320527339,-0.253529351,0.509127586,-0.255598236,BC
-328.7124624,293.8790716,34.83339082,-0.243391494,0.578776482,-0.335384988,BC
-385.8404124,316.1593866,69.68102572,-0.231076581,0.643468267,-0.412391687,BC
-439.5473641,335.6358479,103.9115162,-0.216692863,0.702628166,-0.485935303,BC
-489.3547257,352.1355226,137.2192031,-0.200367374,0.755730534,-0.55536316,BC
-534.8184742,365.511941,169.3065331,-0.182244815,0.802303503,-0.620058687,BC
-575.5331456,375.6462448,199.8869007,-0.162486278,0.84193317,-0.679446892,BC
-611.1354825,382.448112,228.6873705,-0.141267806,0.87426732,-0.732999514,BC
-641.3077056,385.8564801,255.4512255,-0.118778814,0.89901861,-0.780239795,BC
-665.7803787,385.8400775,279.9403012,-0.095220382,0.915967196,-0.820746814,BC
-684.3348413,382.3977641,301.9370773,-0.070803428,0.924962759,-0.85415933,BC
-696.8051856,375.5586678,321.2465178,-0.045746796,0.925925876,-0.880179081,BC
